Institución;Departamento;Especialidad;Valor
AMDM;FLORIDA;REUMATOLOGÍA;0.00
AMDM;FLORIDA;UROLOGÍA;0.00
AMDM;FLORIDA;UROLOGÍA PEDIÁTRICA;0.00
AMDM;FLORIDA;FISIOTERAPÍA;0.00
AMDM;FLORIDA;FONOAUDIOLOGÍA;0.00
AMDM;FLORIDA;NUTRICIÓN;0.00
AMDM;FLORIDA;PSICOLOGÍA;0.00
AMDM;FLORIDA;PSICOMOTRICIDAD;0.00
AMDM;FLORIDA;PSICOPEDAGOGÍA;0.00
AMDM;FLORIDA;TRABAJO SOCIAL;0.00
AMDM;FLORIDA;OBSTETRA PARTERA;0.00
AMDM;LAVALLEJA;MEDICINA GENERAL;0.00
AMDM;LAVALLEJA;ODONTOLOGÍA;0.00
AMDM;LAVALLEJA;ALERGOLOGÍA;0.00
AMDM;LAVALLEJA;ANESTESIOLOGÍA;0.00
AMDM;LAVALLEJA;CARDIOLOGÍA;0.00
AMDM;LAVALLEJA;CARDIOLOGÍA PEDIÁTRICA;0.00
AMDM;LAVALLEJA;CIRUGÍA GENERAL;0.00
AMDM;LAVALLEJA;CIRUGÍA CARDÍACA;0.00
AMDM;LAVALLEJA;CIRUGÍA DE TORAX;0.00
AMDM;LAVALLEJA;CIRUGÍA PEDIÁTRICA;0.00
AMDM;LAVALLEJA;CIRUGÍA PLÁSTICA;0.00
AMDM;LAVALLEJA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMDM;LAVALLEJA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMDM;LAVALLEJA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMDM;LAVALLEJA;DERMATOLOGÍA;0.00
AMDM;LAVALLEJA;DIABETOLOGÍA;0.00
AMDM;LAVALLEJA;ENDOCRINOLOGÍA;0.00
AMDM;LAVALLEJA;ENDOSCOPÍA DIGESTIVA;0.00
AMDM;LAVALLEJA;ENFERMEDADES INFECCIOSAS;0.00
AMDM;LAVALLEJA;FISIATRÍA;0.00
AMDM;LAVALLEJA;GASTROENTEROLOGÍA;0.00
AMDM;LAVALLEJA;GERIATRÍA;0.00
AMDM;LAVALLEJA;GINECOTOCOLOGÍA;0.00
AMDM;LAVALLEJA;HEMATOLOGÍA;0.00
AMDM;LAVALLEJA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMDM;LAVALLEJA;MEDICINA INTENSIVA;0.00
AMDM;LAVALLEJA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMDM;LAVALLEJA;MEDICINA INTERNA;0.00
AMDM;LAVALLEJA;NEFROLOGÍA;0.00
AMDM;LAVALLEJA;NEFROLOGÍA PEDIÁTRICA;0.00
AMDM;LAVALLEJA;NEONATOLOGÍA;0.00
AMDM;LAVALLEJA;NEUMOLOGÍA;0.00
AMDM;LAVALLEJA;NEUMOLOGÍA PEDIÁTRICA;0.00
AMDM;LAVALLEJA;NEUROCIRUGÍA;0.00
AMDM;LAVALLEJA;NEUROLOGÍA;0.00
AMDM;LAVALLEJA;NEUROPEDIATRÍA;0.00
AMDM;LAVALLEJA;OFTALMOLOGÍA;0.00
AMDM;LAVALLEJA;ONCOLOGÍA MÉDICA;0.00
AMDM;LAVALLEJA;ONCOLOGÍA RADIOTERÁPICA;0.00
AMDM;LAVALLEJA;TRAUMATOLOGÍA;0.00
AMDM;LAVALLEJA;OTORRINOLARINGOLOGÍA;0.00
AMDM;LAVALLEJA;PEDIATRÍA;0.00
AMDM;LAVALLEJA;PSICOTERAPIA PSICOANALÍTICA;0.00
AMDM;LAVALLEJA;PSIQUIATRÍA;0.00
AMDM;LAVALLEJA;PSIQUIATRÍA PEDIÁTRICA;0.00
AMDM;LAVALLEJA;REUMATOLOGÍA;0.00
AMDM;LAVALLEJA;UROLOGÍA;0.00
AMDM;LAVALLEJA;UROLOGÍA PEDIÁTRICA;0.00
AMDM;LAVALLEJA;FISIOTERAPÍA;0.00
AMDM;LAVALLEJA;FONOAUDIOLOGÍA;0.00
AMDM;LAVALLEJA;NUTRICIÓN;0.00
AMDM;LAVALLEJA;PSICOLOGÍA;0.00
AMDM;LAVALLEJA;PSICOMOTRICIDAD;0.00
AMDM;LAVALLEJA;PSICOPEDAGOGÍA;0.00
AMDM;LAVALLEJA;TRABAJO SOCIAL;0.00
AMDM;LAVALLEJA;OBSTETRA PARTERA;0.00
AMDM;MALDONADO;MEDICINA GENERAL;4.39
AMDM;MALDONADO;ODONTOLOGÍA;0.07
AMDM;MALDONADO;ALERGOLOGÍA;0.00
AMDM;MALDONADO;ANESTESIOLOGÍA;0.38
AMDM;MALDONADO;CARDIOLOGÍA;0.37
AMDM;MALDONADO;CARDIOLOGÍA PEDIÁTRICA;0.00
AMDM;MALDONADO;CIRUGÍA GENERAL;0.64
AMDM;MALDONADO;CIRUGÍA CARDÍACA;0.00
AMDM;MALDONADO;CIRUGÍA DE TORAX;0.00
AMDM;MALDONADO;CIRUGÍA PEDIÁTRICA;0.16
AMDM;MALDONADO;CIRUGÍA PLÁSTICA;0.00
AMDM;MALDONADO;CIRUGÍA VASCULAR PERIFÉRICA;0.03
AMDM;MALDONADO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMDM;MALDONADO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMDM;MALDONADO;DERMATOLOGÍA;0.15
AMDM;MALDONADO;DIABETOLOGÍA;0.03
AMDM;MALDONADO;ENDOCRINOLOGÍA;0.21
AMDM;MALDONADO;ENDOSCOPÍA DIGESTIVA;0.00
AMDM;MALDONADO;ENFERMEDADES INFECCIOSAS;0.01
AMDM;MALDONADO;FISIATRÍA;0.14
AMDM;MALDONADO;GASTROENTEROLOGÍA;0.23
AMDM;MALDONADO;GERIATRÍA;0.00
AMDM;MALDONADO;GINECOTOCOLOGÍA;1.20
AMDM;MALDONADO;HEMATOLOGÍA;0.05
AMDM;MALDONADO;MEDICINA FAMILIAR Y COMUNITARIA;0.04
AMDM;MALDONADO;MEDICINA INTENSIVA;0.92
AMDM;MALDONADO;MEDICINA INTENSIVA PEDIÁTRICA;0.60
AMDM;MALDONADO;MEDICINA INTERNA;0.45
AMDM;MALDONADO;NEFROLOGÍA;0.11
AMDM;MALDONADO;NEFROLOGÍA PEDIÁTRICA;0.44
AMDM;MALDONADO;NEONATOLOGÍA;110.05
AMDM;MALDONADO;NEUMOLOGÍA;0.01
AMDM;MALDONADO;NEUMOLOGÍA PEDIÁTRICA;0.00
AMDM;MALDONADO;NEUROCIRUGÍA;0.00
AMDM;MALDONADO;NEUROLOGÍA;0.22
AMDM;MALDONADO;NEUROPEDIATRÍA;0.00
AMDM;MALDONADO;OFTALMOLOGÍA;0.26
AMDM;MALDONADO;ONCOLOGÍA MÉDICA;0.14
AMDM;MALDONADO;ONCOLOGÍA RADIOTERÁPICA;0.00
AMDM;MALDONADO;TRAUMATOLOGÍA;0.20
AMDM;MALDONADO;OTORRINOLARINGOLOGÍA;0.10
AMDM;MALDONADO;PEDIATRÍA;9.68
AMDM;MALDONADO;PSICOTERAPIA PSICOANALÍTICA;0.00
AMDM;MALDONADO;PSIQUIATRÍA;0.42
AMDM;MALDONADO;PSIQUIATRÍA PEDIÁTRICA;0.67
AMDM;MALDONADO;REUMATOLOGÍA;0.06
AMDM;MALDONADO;UROLOGÍA;0.13
AMDM;MALDONADO;UROLOGÍA PEDIÁTRICA;0.00
AMDM;MALDONADO;FISIOTERAPÍA;0.00
AMDM;MALDONADO;FONOAUDIOLOGÍA;0.00
AMDM;MALDONADO;NUTRICIÓN;1.86
AMDM;MALDONADO;PSICOLOGÍA;0.58
AMDM;MALDONADO;PSICOMOTRICIDAD;0.00
AMDM;MALDONADO;PSICOPEDAGOGÍA;0.00
AMDM;MALDONADO;TRABAJO SOCIAL;0.19
AMDM;MALDONADO;OBSTETRA PARTERA;1.89
AMDM;PAYSANDÚ;MEDICINA GENERAL;0.00
AMDM;PAYSANDÚ;ODONTOLOGÍA;0.00
AMDM;PAYSANDÚ;ALERGOLOGÍA;0.00
AMDM;PAYSANDÚ;ANESTESIOLOGÍA;0.00
AMDM;PAYSANDÚ;CARDIOLOGÍA;0.00
AMDM;PAYSANDÚ;CARDIOLOGÍA PEDIÁTRICA;0.00
AMDM;PAYSANDÚ;CIRUGÍA GENERAL;0.00
AMDM;PAYSANDÚ;CIRUGÍA CARDÍACA;0.00
AMDM;PAYSANDÚ;CIRUGÍA DE TORAX;0.00
AMDM;PAYSANDÚ;CIRUGÍA PEDIÁTRICA;0.00
AMDM;PAYSANDÚ;CIRUGÍA PLÁSTICA;0.00
AMDM;PAYSANDÚ;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMDM;PAYSANDÚ;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMDM;PAYSANDÚ;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMDM;PAYSANDÚ;DERMATOLOGÍA;0.00
AMDM;PAYSANDÚ;DIABETOLOGÍA;0.00
AMDM;PAYSANDÚ;ENDOCRINOLOGÍA;0.00
AMDM;PAYSANDÚ;ENDOSCOPÍA DIGESTIVA;0.00
AMDM;PAYSANDÚ;ENFERMEDADES INFECCIOSAS;0.00
AMDM;PAYSANDÚ;FISIATRÍA;0.00
AMDM;PAYSANDÚ;GASTROENTEROLOGÍA;0.00
AMDM;PAYSANDÚ;GERIATRÍA;0.00
AMDM;PAYSANDÚ;GINECOTOCOLOGÍA;0.00
AMDM;PAYSANDÚ;HEMATOLOGÍA;0.00
AMDM;PAYSANDÚ;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMDM;PAYSANDÚ;MEDICINA INTENSIVA;0.00
AMDM;PAYSANDÚ;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMDM;PAYSANDÚ;MEDICINA INTERNA;0.00
AMDM;PAYSANDÚ;NEFROLOGÍA;0.00
AMDM;PAYSANDÚ;NEFROLOGÍA PEDIÁTRICA;0.00
AMDM;PAYSANDÚ;NEONATOLOGÍA;0.00
AMDM;PAYSANDÚ;NEUMOLOGÍA;0.00
AMDM;PAYSANDÚ;NEUMOLOGÍA PEDIÁTRICA;0.00
AMDM;PAYSANDÚ;NEUROCIRUGÍA;0.00
AMDM;PAYSANDÚ;NEUROLOGÍA;0.00
AMDM;PAYSANDÚ;NEUROPEDIATRÍA;0.00
AMDM;PAYSANDÚ;OFTALMOLOGÍA;0.00
AMDM;PAYSANDÚ;ONCOLOGÍA MÉDICA;0.00
AMDM;PAYSANDÚ;ONCOLOGÍA RADIOTERÁPICA;0.00
AMDM;PAYSANDÚ;TRAUMATOLOGÍA;0.00
AMDM;PAYSANDÚ;OTORRINOLARINGOLOGÍA;0.00
AMDM;PAYSANDÚ;PEDIATRÍA;0.00
AMDM;PAYSANDÚ;PSICOTERAPIA PSICOANALÍTICA;0.00
AMDM;PAYSANDÚ;PSIQUIATRÍA;0.00
AMDM;PAYSANDÚ;PSIQUIATRÍA PEDIÁTRICA;0.00
AMDM;PAYSANDÚ;REUMATOLOGÍA;0.00
AMDM;PAYSANDÚ;UROLOGÍA;0.00
AMDM;PAYSANDÚ;UROLOGÍA PEDIÁTRICA;0.00
AMDM;PAYSANDÚ;FISIOTERAPÍA;0.00
AMDM;PAYSANDÚ;FONOAUDIOLOGÍA;0.00
AMDM;PAYSANDÚ;NUTRICIÓN;0.00
AMDM;PAYSANDÚ;PSICOLOGÍA;0.00
AMDM;PAYSANDÚ;PSICOMOTRICIDAD;0.00
AMDM;PAYSANDÚ;PSICOPEDAGOGÍA;0.00
AMDM;PAYSANDÚ;TRABAJO SOCIAL;0.00
AMDM;PAYSANDÚ;OBSTETRA PARTERA;0.00
AMDM;RÍO NEGRO;MEDICINA GENERAL;0.00
AMDM;RÍO NEGRO;ODONTOLOGÍA;0.00
AMDM;RÍO NEGRO;ALERGOLOGÍA;0.00
AMDM;RÍO NEGRO;ANESTESIOLOGÍA;0.00
AMDM;RÍO NEGRO;CARDIOLOGÍA;0.00
AMDM;RÍO NEGRO;CARDIOLOGÍA PEDIÁTRICA;0.00
AMDM;RÍO NEGRO;CIRUGÍA GENERAL;0.00
AMDM;RÍO NEGRO;CIRUGÍA CARDÍACA;0.00
AMDM;RÍO NEGRO;CIRUGÍA DE TORAX;0.00
AMDM;RÍO NEGRO;CIRUGÍA PEDIÁTRICA;0.00
AMDM;RÍO NEGRO;CIRUGÍA PLÁSTICA;0.00
AMDM;RÍO NEGRO;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMDM;RÍO NEGRO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMDM;RÍO NEGRO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMDM;RÍO NEGRO;DERMATOLOGÍA;0.00
AMDM;RÍO NEGRO;DIABETOLOGÍA;0.00
AMDM;RÍO NEGRO;ENDOCRINOLOGÍA;0.00
AMDM;RÍO NEGRO;ENDOSCOPÍA DIGESTIVA;0.00
AMDM;RÍO NEGRO;ENFERMEDADES INFECCIOSAS;0.00
AMDM;RÍO NEGRO;FISIATRÍA;0.00
AMDM;RÍO NEGRO;GASTROENTEROLOGÍA;0.00
AMDM;RÍO NEGRO;GERIATRÍA;0.00
AMDM;RÍO NEGRO;GINECOTOCOLOGÍA;0.00
AMDM;RÍO NEGRO;HEMATOLOGÍA;0.00
AMDM;RÍO NEGRO;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMDM;RÍO NEGRO;MEDICINA INTENSIVA;0.00
AMDM;RÍO NEGRO;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMDM;RÍO NEGRO;MEDICINA INTERNA;0.00
AMDM;RÍO NEGRO;NEFROLOGÍA;0.00
AMDM;RÍO NEGRO;NEFROLOGÍA PEDIÁTRICA;0.00
AMDM;RÍO NEGRO;NEONATOLOGÍA;0.00
AMDM;RÍO NEGRO;NEUMOLOGÍA;0.00
AMDM;RÍO NEGRO;NEUMOLOGÍA PEDIÁTRICA;0.00
AMDM;RÍO NEGRO;NEUROCIRUGÍA;0.00
AMDM;RÍO NEGRO;NEUROLOGÍA;0.00
AMDM;RÍO NEGRO;NEUROPEDIATRÍA;0.00
AMDM;RÍO NEGRO;OFTALMOLOGÍA;0.00
AMDM;RÍO NEGRO;ONCOLOGÍA MÉDICA;0.00
AMDM;RÍO NEGRO;ONCOLOGÍA RADIOTERÁPICA;0.00
AMDM;RÍO NEGRO;TRAUMATOLOGÍA;0.00
AMDM;RÍO NEGRO;OTORRINOLARINGOLOGÍA;0.00
AMDM;RÍO NEGRO;PEDIATRÍA;0.00
AMDM;RÍO NEGRO;PSICOTERAPIA PSICOANALÍTICA;0.00
AMDM;RÍO NEGRO;PSIQUIATRÍA;0.00
AMDM;RÍO NEGRO;PSIQUIATRÍA PEDIÁTRICA;0.00
AMDM;RÍO NEGRO;REUMATOLOGÍA;0.00
AMDM;RÍO NEGRO;UROLOGÍA;0.00
AMDM;RÍO NEGRO;UROLOGÍA PEDIÁTRICA;0.00
AMDM;RÍO NEGRO;FISIOTERAPÍA;0.00
AMDM;RÍO NEGRO;FONOAUDIOLOGÍA;0.00
AMDM;RÍO NEGRO;NUTRICIÓN;0.00
AMDM;RÍO NEGRO;PSICOLOGÍA;0.00
AMDM;RÍO NEGRO;PSICOMOTRICIDAD;0.00
AMDM;RÍO NEGRO;PSICOPEDAGOGÍA;0.00
AMDM;RÍO NEGRO;TRABAJO SOCIAL;0.00
AMDM;RÍO NEGRO;OBSTETRA PARTERA;0.00
AMDM;RIVERA;MEDICINA GENERAL;0.00
AMDM;RIVERA;ODONTOLOGÍA;0.00
AMDM;RIVERA;ALERGOLOGÍA;0.00
AMDM;RIVERA;ANESTESIOLOGÍA;0.00
AMDM;RIVERA;CARDIOLOGÍA;0.00
AMDM;RIVERA;CARDIOLOGÍA PEDIÁTRICA;0.00
AMDM;RIVERA;CIRUGÍA GENERAL;0.00
AMDM;RIVERA;CIRUGÍA CARDÍACA;0.00
AMDM;RIVERA;CIRUGÍA DE TORAX;0.00
AMDM;RIVERA;CIRUGÍA PEDIÁTRICA;0.00
AMDM;RIVERA;CIRUGÍA PLÁSTICA;0.00
AMDM;RIVERA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMDM;RIVERA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMDM;RIVERA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMDM;RIVERA;DERMATOLOGÍA;0.00
AMDM;RIVERA;DIABETOLOGÍA;0.00
AMDM;RIVERA;ENDOCRINOLOGÍA;0.00
AMDM;RIVERA;ENDOSCOPÍA DIGESTIVA;0.00
AMDM;RIVERA;ENFERMEDADES INFECCIOSAS;0.00
AMDM;RIVERA;FISIATRÍA;0.00
AMDM;RIVERA;GASTROENTEROLOGÍA;0.00
AMDM;RIVERA;GERIATRÍA;0.00
AMDM;RIVERA;GINECOTOCOLOGÍA;0.00
AMDM;RIVERA;HEMATOLOGÍA;0.00
AMDM;RIVERA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMDM;RIVERA;MEDICINA INTENSIVA;0.00
AMDM;RIVERA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMDM;RIVERA;MEDICINA INTERNA;0.00
AMDM;RIVERA;NEFROLOGÍA;0.00
AMDM;RIVERA;NEFROLOGÍA PEDIÁTRICA;0.00
AMDM;RIVERA;NEONATOLOGÍA;0.00
AMDM;RIVERA;NEUMOLOGÍA;0.00
AMDM;RIVERA;NEUMOLOGÍA PEDIÁTRICA;0.00
AMDM;RIVERA;NEUROCIRUGÍA;0.00
AMDM;RIVERA;NEUROLOGÍA;0.00
AMDM;RIVERA;NEUROPEDIATRÍA;0.00
AMDM;RIVERA;OFTALMOLOGÍA;0.00
AMDM;RIVERA;ONCOLOGÍA MÉDICA;0.00
AMDM;RIVERA;ONCOLOGÍA RADIOTERÁPICA;0.00
AMDM;RIVERA;TRAUMATOLOGÍA;0.00
AMDM;RIVERA;OTORRINOLARINGOLOGÍA;0.00
AMDM;RIVERA;PEDIATRÍA;0.00
AMDM;RIVERA;PSICOTERAPIA PSICOANALÍTICA;0.00
AMDM;RIVERA;PSIQUIATRÍA;0.00
AMDM;RIVERA;PSIQUIATRÍA PEDIÁTRICA;0.00
AMDM;RIVERA;REUMATOLOGÍA;0.00
AMDM;RIVERA;UROLOGÍA;0.00
AMDM;RIVERA;UROLOGÍA PEDIÁTRICA;0.00
AMDM;RIVERA;FISIOTERAPÍA;0.00
AMDM;RIVERA;FONOAUDIOLOGÍA;0.00
AMDM;RIVERA;NUTRICIÓN;0.00
AMDM;RIVERA;PSICOLOGÍA;0.00
AMDM;RIVERA;PSICOMOTRICIDAD;0.00
AMDM;RIVERA;PSICOPEDAGOGÍA;0.00
AMDM;RIVERA;TRABAJO SOCIAL;0.00
AMDM;RIVERA;OBSTETRA PARTERA;0.00
AMDM;ROCHA;MEDICINA GENERAL;0.00
AMDM;ROCHA;ODONTOLOGÍA;0.00
AMDM;ROCHA;ALERGOLOGÍA;0.00
AMDM;ROCHA;ANESTESIOLOGÍA;0.00
AMDM;ROCHA;CARDIOLOGÍA;0.00
AMDM;ROCHA;CARDIOLOGÍA PEDIÁTRICA;0.00
AMDM;ROCHA;CIRUGÍA GENERAL;0.00
AMDM;ROCHA;CIRUGÍA CARDÍACA;0.00
AMDM;ROCHA;CIRUGÍA DE TORAX;0.00
AMDM;ROCHA;CIRUGÍA PEDIÁTRICA;0.00
AMDM;ROCHA;CIRUGÍA PLÁSTICA;0.00
AMDM;ROCHA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMDM;ROCHA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMDM;ROCHA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMDM;ROCHA;DERMATOLOGÍA;0.00
AMDM;ROCHA;DIABETOLOGÍA;0.00
AMDM;ROCHA;ENDOCRINOLOGÍA;0.00
AMDM;ROCHA;ENDOSCOPÍA DIGESTIVA;0.00
AMDM;ROCHA;ENFERMEDADES INFECCIOSAS;0.00
AMDM;ROCHA;FISIATRÍA;0.00
AMDM;ROCHA;GASTROENTEROLOGÍA;0.00
AMDM;ROCHA;GERIATRÍA;0.00
AMDM;ROCHA;GINECOTOCOLOGÍA;0.00
AMDM;ROCHA;HEMATOLOGÍA;0.00
AMDM;ROCHA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMDM;ROCHA;MEDICINA INTENSIVA;0.00
AMDM;ROCHA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMDM;ROCHA;MEDICINA INTERNA;0.00
AMDM;ROCHA;NEFROLOGÍA;0.00
AMDM;ROCHA;NEFROLOGÍA PEDIÁTRICA;0.00
AMDM;ROCHA;NEONATOLOGÍA;0.00
AMDM;ROCHA;NEUMOLOGÍA;0.00
AMDM;ROCHA;NEUMOLOGÍA PEDIÁTRICA;0.00
AMDM;ROCHA;NEUROCIRUGÍA;0.00
AMDM;ROCHA;NEUROLOGÍA;0.00
AMDM;ROCHA;NEUROPEDIATRÍA;0.00
AMDM;ROCHA;OFTALMOLOGÍA;0.00
AMDM;ROCHA;ONCOLOGÍA MÉDICA;0.00
AMDM;ROCHA;ONCOLOGÍA RADIOTERÁPICA;0.00
AMDM;ROCHA;TRAUMATOLOGÍA;0.00
AMDM;ROCHA;OTORRINOLARINGOLOGÍA;0.00
AMDM;ROCHA;PEDIATRÍA;0.00
AMDM;ROCHA;PSICOTERAPIA PSICOANALÍTICA;0.00
AMDM;ROCHA;PSIQUIATRÍA;0.00
AMDM;ROCHA;PSIQUIATRÍA PEDIÁTRICA;0.00
AMDM;ROCHA;REUMATOLOGÍA;0.00
AMDM;ROCHA;UROLOGÍA;0.00
AMDM;ROCHA;UROLOGÍA PEDIÁTRICA;0.00
AMDM;ROCHA;FISIOTERAPÍA;0.00
AMDM;ROCHA;FONOAUDIOLOGÍA;0.00
AMDM;ROCHA;NUTRICIÓN;0.00
AMDM;ROCHA;PSICOLOGÍA;0.00
AMDM;ROCHA;PSICOMOTRICIDAD;0.00
AMDM;ROCHA;PSICOPEDAGOGÍA;0.00
AMDM;ROCHA;TRABAJO SOCIAL;0.00
AMDM;ROCHA;OBSTETRA PARTERA;0.00
AMDM;SALTO;MEDICINA GENERAL;0.00
AMDM;SALTO;ODONTOLOGÍA;0.00
AMDM;SALTO;ALERGOLOGÍA;0.00
AMDM;SALTO;ANESTESIOLOGÍA;0.00
AMDM;SALTO;CARDIOLOGÍA;0.00
AMDM;SALTO;CARDIOLOGÍA PEDIÁTRICA;0.00
AMDM;SALTO;CIRUGÍA GENERAL;0.00
AMDM;SALTO;CIRUGÍA CARDÍACA;0.00
AMDM;SALTO;CIRUGÍA DE TORAX;0.00
AMDM;SALTO;CIRUGÍA PEDIÁTRICA;0.00
AMDM;SALTO;CIRUGÍA PLÁSTICA;0.00
AMDM;SALTO;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMDM;SALTO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMDM;SALTO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMDM;SALTO;DERMATOLOGÍA;0.00
AMDM;SALTO;DIABETOLOGÍA;0.00
AMDM;SALTO;ENDOCRINOLOGÍA;0.00
AMDM;SALTO;ENDOSCOPÍA DIGESTIVA;0.00
AMDM;SALTO;ENFERMEDADES INFECCIOSAS;0.00
AMDM;SALTO;FISIATRÍA;0.00
AMDM;SALTO;GASTROENTEROLOGÍA;0.00
AMDM;SALTO;GERIATRÍA;0.00
AMDM;SALTO;GINECOTOCOLOGÍA;0.00
AMDM;SALTO;HEMATOLOGÍA;0.00
AMDM;SALTO;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMDM;SALTO;MEDICINA INTENSIVA;0.00
AMDM;SALTO;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMDM;SALTO;MEDICINA INTERNA;0.00
AMDM;SALTO;NEFROLOGÍA;0.00
AMDM;SALTO;NEFROLOGÍA PEDIÁTRICA;0.00
AMDM;SALTO;NEONATOLOGÍA;0.00
AMDM;SALTO;NEUMOLOGÍA;0.00
AMDM;SALTO;NEUMOLOGÍA PEDIÁTRICA;0.00
AMDM;SALTO;NEUROCIRUGÍA;0.00
AMDM;SALTO;NEUROLOGÍA;0.00
AMDM;SALTO;NEUROPEDIATRÍA;0.00
AMDM;SALTO;OFTALMOLOGÍA;0.00
AMDM;SALTO;ONCOLOGÍA MÉDICA;0.00
AMDM;SALTO;ONCOLOGÍA RADIOTERÁPICA;0.00
AMDM;SALTO;TRAUMATOLOGÍA;0.00
AMDM;SALTO;OTORRINOLARINGOLOGÍA;0.00
AMDM;SALTO;PEDIATRÍA;0.00
AMDM;SALTO;PSICOTERAPIA PSICOANALÍTICA;0.00
AMDM;SALTO;PSIQUIATRÍA;0.00
AMDM;SALTO;PSIQUIATRÍA PEDIÁTRICA;0.00
AMDM;SALTO;REUMATOLOGÍA;0.00
AMDM;SALTO;UROLOGÍA;0.00
AMDM;SALTO;UROLOGÍA PEDIÁTRICA;0.00
AMDM;SALTO;FISIOTERAPÍA;0.00
AMDM;SALTO;FONOAUDIOLOGÍA;0.00
AMDM;SALTO;NUTRICIÓN;0.00
AMDM;SALTO;PSICOLOGÍA;0.00
AMDM;SALTO;PSICOMOTRICIDAD;0.00
AMDM;SALTO;PSICOPEDAGOGÍA;0.00
AMDM;SALTO;TRABAJO SOCIAL;0.00
AMDM;SALTO;OBSTETRA PARTERA;0.00
AMDM;SAN JOSÉ;MEDICINA GENERAL;0.00
AMDM;SAN JOSÉ;ODONTOLOGÍA;0.00
AMDM;SAN JOSÉ;ALERGOLOGÍA;0.00
AMDM;SAN JOSÉ;ANESTESIOLOGÍA;0.00
AMDM;SAN JOSÉ;CARDIOLOGÍA;0.00
AMDM;SAN JOSÉ;CARDIOLOGÍA PEDIÁTRICA;0.00
AMDM;SAN JOSÉ;CIRUGÍA GENERAL;0.00
AMDM;SAN JOSÉ;CIRUGÍA CARDÍACA;0.00
AMDM;SAN JOSÉ;CIRUGÍA DE TORAX;0.00
AMDM;SAN JOSÉ;CIRUGÍA PEDIÁTRICA;0.00
AMDM;SAN JOSÉ;CIRUGÍA PLÁSTICA;0.00
AMDM;SAN JOSÉ;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMDM;SAN JOSÉ;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMDM;SAN JOSÉ;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMDM;SAN JOSÉ;DERMATOLOGÍA;0.00
AMDM;SAN JOSÉ;DIABETOLOGÍA;0.00
AMDM;SAN JOSÉ;ENDOCRINOLOGÍA;0.00
AMDM;SAN JOSÉ;ENDOSCOPÍA DIGESTIVA;0.00
AMDM;SAN JOSÉ;ENFERMEDADES INFECCIOSAS;0.00
AMDM;SAN JOSÉ;FISIATRÍA;0.00
AMDM;SAN JOSÉ;GASTROENTEROLOGÍA;0.00
AMDM;SAN JOSÉ;GERIATRÍA;0.00
AMDM;SAN JOSÉ;GINECOTOCOLOGÍA;0.00
AMDM;SAN JOSÉ;HEMATOLOGÍA;0.00
AMDM;SAN JOSÉ;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMDM;SAN JOSÉ;MEDICINA INTENSIVA;0.00
AMDM;SAN JOSÉ;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMDM;SAN JOSÉ;MEDICINA INTERNA;0.00
AMDM;SAN JOSÉ;NEFROLOGÍA;0.00
