provider;state;specialty;indicator_value
GREMEDA;ARTIGAS;LICENCIADO EN TRABAJO SOCIAL;0.64
GREMEDA;ARTIGAS;OBSTETRA PARTERA;2.99
HOSPITAL EVANGELICO;CANELONES;DOCTOR EN MEDICINA;1.34
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN CARDIOLOGIA;0.00
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN CIRUGIA GENERAL;0.02
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.06
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN FISIATRIA;0.00
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN GINECOTOCOLOGIA;0.21
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN OFTALMOLOGIA;0.01
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.04
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.00
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN PEDIATRIA;2.21
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN PSIQUIATRIA;0.08
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN REUMATOLOGIA;0.05
HOSPITAL EVANGELICO;CANELONES;ESPECIALISTA EN UROLOGIA;0.02
HOSPITAL EVANGELICO;CANELONES;LICENCIADO EN FISIOTERAPIA;0.94
HOSPITAL EVANGELICO;COLONIA;DOCTOR EN MEDICINA;3.30
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN ANESTESIOLOGIA;1.09
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN CARDIOLOGIA;0.00
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN CIRUGIA GENERAL;1.24
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.00
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.14
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN ENDOCRINOLOGIA;0.00
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN GASTROENTEROLOGIA;0.00
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.20
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN GINECOTOCOLOGIA;2.80
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN HEMATOLOGIA;0.00
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.74
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN MEDICINA INTERNA;1.10
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN NEFROLOGIA;0.00
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN NEUMOLOGIA;0.00
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN NEUROLOGIA;0.00
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN OFTALMOLOGIA;0.05
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.81
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.03
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN PEDIATRIA;7.57
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN PSIQUIATRIA;0.11
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.00
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN REUMATOLOGIA;0.00
HOSPITAL EVANGELICO;COLONIA;ESPECIALISTA EN UROLOGIA;0.06
HOSPITAL EVANGELICO;COLONIA;LICENCIADO EN FISIOTERAPIA;1.51
HOSPITAL EVANGELICO;COLONIA;LICENCIADO EN NUTRICION;1.28
HOSPITAL EVANGELICO;COLONIA;LICENCIADO EN PSICOLOGIA;0.71
HOSPITAL EVANGELICO;COLONIA;LICENCIADO EN TRABAJO SOCIAL;0.00
HOSPITAL EVANGELICO;COLONIA;OBSTETRA PARTERA;0.00
HOSPITAL EVANGELICO;MONTEVIDEO;DOCTOR EN MEDICINA;4.78
HOSPITAL EVANGELICO;MONTEVIDEO;DOCTOR EN ODONTOLOGIA;0.37
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN ALERGOLOGIA;0.00
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.30
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.68
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;1.61
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;0.04
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.44
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.69
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.08
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.04
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.00
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.07
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.00
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;3.68
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.38
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.00
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA;4.00
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA PEDIÁTRICA;8.62
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;0.89
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;2.33
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN NEONATOLOGIA;125.57
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.00
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.21
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.11
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.38
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.21
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.26
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.66
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.48
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;11.27
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA;0.78
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;1.74
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.07
HOSPITAL EVANGELICO;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.73
HOSPITAL EVANGELICO;MONTEVIDEO;LICENCIADO EN FISIOTERAPIA;2.72
HOSPITAL EVANGELICO;MONTEVIDEO;LICENCIADO EN FONOAUDIOLOGIA;0.51
HOSPITAL EVANGELICO;MONTEVIDEO;LICENCIADO EN NUTRICION;3.38
HOSPITAL EVANGELICO;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;0.70
HOSPITAL EVANGELICO;MONTEVIDEO;LICENCIADO EN PSICOMOTRICIDAD;0.43
HOSPITAL EVANGELICO;MONTEVIDEO;LICENCIADO EN TRABAJO SOCIAL;0.36
HOSPITAL EVANGELICO;MONTEVIDEO;OBSTETRA PARTERA;1.01
HOSPITAL EVANGELICO;RÍO NEGRO;ESPECIALISTA EN ENDOCRINOLOGIA;0.00
HOSPITAL EVANGELICO;RÍO NEGRO;ESPECIALISTA EN OFTALMOLOGIA;0.00
HOSPITAL EVANGELICO;SORIANO;DOCTOR EN MEDICINA;12.51
HOSPITAL EVANGELICO;SORIANO;ESPECIALISTA EN CARDIOLOGIA;0.00
HOSPITAL EVANGELICO;SORIANO;ESPECIALISTA EN CIRUGIA GENERAL;0.03
HOSPITAL EVANGELICO;SORIANO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.00
HOSPITAL EVANGELICO;SORIANO;ESPECIALISTA EN ENDOCRINOLOGIA;0.00
HOSPITAL EVANGELICO;SORIANO;ESPECIALISTA EN GINECOTOCOLOGIA;0.00
HOSPITAL EVANGELICO;SORIANO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.00
HOSPITAL EVANGELICO;SORIANO;ESPECIALISTA EN PEDIATRIA;32.65
HOSPITAL EVANGELICO;SORIANO;ESPECIALISTA EN PSIQUIATRIA;0.00
IAC;LAVALLEJA;DOCTOR EN MEDICINA;15.39
IAC;LAVALLEJA;ESPECIALISTA EN GINECOTOCOLOGIA;0.84
IAC;TREINTA Y TRES;DOCTOR EN MEDICINA;4.67
IAC;TREINTA Y TRES;DOCTOR EN ODONTOLOGIA;0.23
IAC;TREINTA Y TRES;ESPECIALISTA EN ANESTESIOLOGIA;1.29
IAC;TREINTA Y TRES;ESPECIALISTA EN CARDIOLOGIA;0.49
IAC;TREINTA Y TRES;ESPECIALISTA EN CIRUGIA GENERAL;0.42
IAC;TREINTA Y TRES;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.64
IAC;TREINTA Y TRES;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.02
IAC;TREINTA Y TRES;ESPECIALISTA EN ENDOCRINOLOGIA;0.42
IAC;TREINTA Y TRES;ESPECIALISTA EN FISIATRIA;0.00
IAC;TREINTA Y TRES;ESPECIALISTA EN GASTROENTEROLOGIA;0.06
IAC;TREINTA Y TRES;ESPECIALISTA EN GINECOTOCOLOGIA;1.50
IAC;TREINTA Y TRES;ESPECIALISTA EN HEMATOLOGIA;0.08
IAC;TREINTA Y TRES;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.58
IAC;TREINTA Y TRES;ESPECIALISTA EN MEDICINA INTENSIVA;2.74
IAC;TREINTA Y TRES;ESPECIALISTA EN MEDICINA INTERNA;2.50
IAC;TREINTA Y TRES;ESPECIALISTA EN NEUMOLOGIA;0.19
IAC;TREINTA Y TRES;ESPECIALISTA EN NEUROLOGIA;0.37
IAC;TREINTA Y TRES;ESPECIALISTA EN NEUROPEDIATRIA;0.18
IAC;TREINTA Y TRES;ESPECIALISTA EN OFTALMOLOGIA;0.37
IAC;TREINTA Y TRES;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.33
IAC;TREINTA Y TRES;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.61
IAC;TREINTA Y TRES;ESPECIALISTA EN PEDIATRIA;7.49
IAC;TREINTA Y TRES;ESPECIALISTA EN PSIQUIATRIA;0.40
IAC;TREINTA Y TRES;ESPECIALISTA EN UROLOGIA;0.36
IAC;TREINTA Y TRES;LICENCIADO EN FISIOTERAPIA;0.35
IAC;TREINTA Y TRES;LICENCIADO EN FONOAUDIOLOGIA;0.48
IAC;TREINTA Y TRES;LICENCIADO EN NUTRICION;0.54
IAC;TREINTA Y TRES;LICENCIADO EN PSICOLOGIA;0.18
IAC;TREINTA Y TRES;LICENCIADO EN TRABAJO SOCIAL;0.24
IAC;TREINTA Y TRES;OBSTETRA PARTERA;3.32
MEDICA URUGUAYA;CANELONES;DOCTOR EN MEDICINA;3.88
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN ALERGOLOGIA;0.00
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN ANESTESIOLOGIA;0.01
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN CARDIOLOGIA;0.11
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN CIRUGIA GENERAL;0.07
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.01
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.12
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN DIABETOLOGIA;0.01
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN ENDOCRINOLOGIA;0.11
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN FISIATRIA;0.07
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN GASTROENTEROLOGIA;0.04
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.60
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN GINECOTOCOLOGIA;1.02
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN MEDICINA INTERNA;0.18
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN NEONATOLOGIA;0
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN NEUMOLOGIA;0.03
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN NEUROLOGIA;0.17
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN NEUROPEDIATRIA;0.03
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN OFTALMOLOGIA;0.13
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN ONCOLOGIA MEDICA;0.00
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.12
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.08
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN PEDIATRIA;4.58
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN PSIQUIATRIA;0.30
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.08
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN REUMATOLOGIA;0.01
MEDICA URUGUAYA;CANELONES;ESPECIALISTA EN UROLOGIA;0.04
MEDICA URUGUAYA;CANELONES;LICENCIADO EN FISIOTERAPIA;0.87
MEDICA URUGUAYA;CANELONES;LICENCIADO EN NUTRICION;0.12
MEDICA URUGUAYA;CANELONES;LICENCIADO EN PSICOLOGIA;0.05
MEDICA URUGUAYA;CANELONES;LICENCIADO EN PSICOPEDAGOGIA;0.10
MEDICA URUGUAYA;CANELONES;OBSTETRA PARTERA;0.01
MEDICA URUGUAYA;CERRO LARGO;DOCTOR EN MEDICINA;0.76
MEDICA URUGUAYA;CERRO LARGO;ESPECIALISTA EN GINECOTOCOLOGIA;0.37
MEDICA URUGUAYA;COLONIA;DOCTOR EN MEDICINA;24.89
MEDICA URUGUAYA;DURAZNO;DOCTOR EN MEDICINA;1.40
MEDICA URUGUAYA;DURAZNO;ESPECIALISTA EN PEDIATRIA;6.60
MEDICA URUGUAYA;FLORIDA;DOCTOR EN MEDICINA;4.03
MEDICA URUGUAYA;FLORIDA;ESPECIALISTA EN GINECOTOCOLOGIA;0.44
MEDICA URUGUAYA;FLORIDA;ESPECIALISTA EN PEDIATRIA;0.97
MEDICA URUGUAYA;LAVALLEJA;DOCTOR EN MEDICINA;2.88
MEDICA URUGUAYA;LAVALLEJA;ESPECIALISTA EN ENDOCRINOLOGIA;0.15
MEDICA URUGUAYA;LAVALLEJA;ESPECIALISTA EN GINECOTOCOLOGIA;0.32
MEDICA URUGUAYA;LAVALLEJA;ESPECIALISTA EN PEDIATRIA;4.09
MEDICA URUGUAYA;MALDONADO;DOCTOR EN MEDICINA;6.05
MEDICA URUGUAYA;MONTEVIDEO;DOCTOR EN MEDICINA;10.89
MEDICA URUGUAYA;MONTEVIDEO;DOCTOR EN ODONTOLOGIA;0.87
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN ALERGOLOGIA;0.02
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;1.41
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.92
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA PEDIATRICA;0.20
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN CIRUGIA CARDIACA;0.00
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN CIRUGIA DE TORAX;0.22
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;2.26
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;1.55
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.30
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.21
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN CIRUGIA Y TRAUMATOLOGIA BUCO-MAXILO-FACIAL;0.19
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN CUIDADOS PALIATIVOS DEL ADULTO;0.00
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.37
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN DIABETOLOGIA;0.05
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.25
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN ENDOSCOPIA DIGESTIVA;0.02
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.15
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.45
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.55
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;2.61
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;5.25
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.33
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA;2.44
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA PEDIÁTRICA;2.18
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;3.40
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;0.34
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA PEDIATRICA;0.03
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN NEONATOLOGIA;0
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.12
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA PEDIATRICA;1.14
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.17
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.61
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.63
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.75
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.54
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA RADIOTERAPICA;0.09
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;1.05
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.42
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;23.76
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA;0.88
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;1.71
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.11
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.47
MEDICA URUGUAYA;MONTEVIDEO;ESPECIALISTA EN UROLOGIA PEDIATRICA;0.48
MEDICA URUGUAYA;MONTEVIDEO;LICENCIADO EN FISIOTERAPIA;4.35
MEDICA URUGUAYA;MONTEVIDEO;LICENCIADO EN FONOAUDIOLOGIA;0.50
MEDICA URUGUAYA;MONTEVIDEO;LICENCIADO EN NUTRICION;3.88
MEDICA URUGUAYA;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;1.16
MEDICA URUGUAYA;MONTEVIDEO;LICENCIADO EN PSICOMOTRICIDAD;0.35
MEDICA URUGUAYA;MONTEVIDEO;LICENCIADO EN PSICOPEDAGOGIA;0.15
MEDICA URUGUAYA;MONTEVIDEO;LICENCIADO EN TRABAJO SOCIAL;0.30
MEDICA URUGUAYA;MONTEVIDEO;OBSTETRA PARTERA;3.11
MEDICA URUGUAYA;ROCHA;DOCTOR EN MEDICINA;5.51
MEDICA URUGUAYA;ROCHA;ESPECIALISTA EN CARDIOLOGIA;0.17
MEDICA URUGUAYA;ROCHA;ESPECIALISTA EN CIRUGIA GENERAL;0.22
MEDICA URUGUAYA;ROCHA;ESPECIALISTA EN GINECOTOCOLOGIA;0.35
MEDICA URUGUAYA;ROCHA;ESPECIALISTA EN PEDIATRIA;5.96
MEDICA URUGUAYA;RÍO NEGRO;DOCTOR EN MEDICINA;6.36
MEDICA URUGUAYA;RÍO NEGRO;ESPECIALISTA EN GINECOTOCOLOGIA;6.70
MEDICA URUGUAYA;SAN JOSÉ;DOCTOR EN MEDICINA;0.90
MEDICA URUGUAYA;SAN JOSÉ;ESPECIALISTA EN ENDOCRINOLOGIA;0.03
MEDICA URUGUAYA;SAN JOSÉ;ESPECIALISTA EN GINECOTOCOLOGIA;0.08
MEDICA URUGUAYA;SORIANO;DOCTOR EN MEDICINA;266.10
MEDICA URUGUAYA;TREINTA Y TRES;DOCTOR EN MEDICINA;2.87
MEDICA URUGUAYA;TREINTA Y TRES;ESPECIALISTA EN ENDOCRINOLOGIA;0.29
MEDICARE;MONTEVIDEO;DOCTOR EN MEDICINA;0.56
MEDICARE;MONTEVIDEO;ESPECIALISTA EN ALERGOLOGIA;0.08
MEDICARE;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.11
MEDICARE;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.16
MEDICARE;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA PEDIATRICA;0.08
MEDICARE;MONTEVIDEO;ESPECIALISTA EN CIRUGIA DE TORAX;0.02
MEDICARE;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;0.47
MEDICARE;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;0.04
MEDICARE;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.24
MEDICARE;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.30
MEDICARE;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.10
MEDICARE;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.04
MEDICARE;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.09
MEDICARE;MONTEVIDEO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.18
MEDICARE;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;0.90
MEDICARE;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.13
MEDICARE;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA;0.03
MEDICARE;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;0.16
MEDICARE;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;0.03
MEDICARE;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.05
MEDICARE;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA PEDIATRICA;0.08
MEDICARE;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.01
MEDICARE;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.06
MEDICARE;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.04
MEDICARE;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.10
MEDICARE;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.05
MEDICARE;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.36
MEDICARE;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.18
MEDICARE;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;2.19
MEDICARE;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA;0.19
MEDICARE;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.15
MEDICARE;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.05
MEDICARE;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.25
MEDICARE;MONTEVIDEO;LICENCIADO EN FISIOTERAPIA;0.03
MEDICARE;MONTEVIDEO;LICENCIADO EN NUTRICION;0.08
MEDICARE;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;0.08
MP;MONTEVIDEO;DOCTOR EN MEDICINA;2.61
MP;MONTEVIDEO;DOCTOR EN ODONTOLOGIA;0.00
MP;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.09
MP;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.02
MP;MONTEVIDEO;ESPECIALISTA EN CIRUGIA DE TORAX;0.01
MP;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;0.09
MP;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;0.08
MP;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.06
MP;MONTEVIDEO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.02
MP;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.01
MP;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.00
MP;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.03
