ID,Título,CIE 9,Información,Normativa,Normativa URL,SNOMED
3.a.9.2.3,Biopsia de estómago endoscópica,44.14,,,,
3.a.9.2.4,Biopsia abierta del estómago,44.15,,,,
3.a.9.3,Procedimientos diagnósticos sobre el intestino delgado,45.1,,,,
3.a.9.3.1,Endoscopia transabdominal de intestino delgado,45.11,,,,
3.a.9.3.1.1,Endoscopia intraoperatoria de intestino delgado,,,,,
3.a.9.3.2,Endoscopia de intestino delgado a través de estoma artificial,45.12,,,,
3.a.9.3.3,Esofagogastroduodenoscopía [EGD],45.13,,,,
3.a.9.3.4,Biopsia cerrada [endoscópica] de intestino delgado,45.14,,,,
3.a.9.3.5,Biopsia abierta de intestino delgado,45.15,,,,
3.a.9.3.6,Esofagogastroduodenoscopía [EGD] con biopsia cerrada,45.16,,,,
3.a.9.3.6.1,"Biopsia de uno o más lugares que afectan al esófago, estómago y/o duodeno",,,,,
3.a.9.4,Procedimientos diagnósticos sobre intestino grueso,45.2,,,,
3.a.9.4.1,Endoscopia intraoperatoria del intestino grueso,45.21,,,,
3.a.9.4.2,Endoscopia de intestino grueso a través de estoma artificial,45.22,,,,
3.a.9.4.3,Colonoscopía,45.23,,,,
3.a.9.4.3.1,Colonoscopía por fibra óptica flexible,,,,,
3.a.9.4.4,Sigmoidoscopía flexible,45.24,,,,
3.a.9.4.4.1,Endoscopía de colon descendente,,,,,
3.a.9.4.5,Biopsia cerrada [endoscópica] del intestino grueso,45.25,,,,
3.a.9.4.5.1,Colonoscopía con biopsia,,,,,
3.a.9.4.6,Biopsia abierta de intestino grueso,45.26,,,,
3.a.9.5,"Procedimientos diagnósticos sobre recto, rectosigmoide y tejido perirrectal",48.2,,,,
3.a.9.5.1,Proctosigmoidoscopía transabdominal,48.21,,,,
3.a.9.5.1.1,Proctosigmoidoscopía intraoperatoria,,,,,
3.a.9.5.2,Proctosigmoidoscopía a través de estoma artificial,48.22,,,,
3.a.9.5.3,Proctosigmoidoscopía rígida,48.23,,,,
3.a.9.5.4,Biopsia cerrada [endoscópica],48.24,,,,
3.a.9.5.4.1,Proctosigmoidoscopía con biopsia,,,,,
3.a.9.5.5,Biopsia de tejido perirrectal,48.26,,,,
3.a.9.6,Procedimientos diagnósticos sobre ano y tejido perianal,49.2,,,,
3.a.9.6.1,Anuscopia,49.21,,,,
3.a.9.6.2,Biopsia de tejido perianal,49.22,,,,
3.a.9.6.3,Biopsia de ano,49.23,,,,
3.a.9.7,Procedimiento diagnóstico sobre hígado,50.1,,,,
3.a.9.7.1,Biopsia cerrada [con aguja] (percutánea) de hígado,50.11,,,,
3.a.9.7.1.1,Aspiración diagnóstica de hígado,,,,,
3.a.9.7.2,Biopsia abierta de hígado,50.12,,,,
3.a.9.7.2.1,Biopsia en cuña,,,,,
3.a.9.8,Procedimientos diagnósticos sobre la vía biliar principal,51.1,,,,
3.a.9.8.1,Colangiopancreatografía retrógrada endoscópica [CPRE],51.1,,,,
3.a.9.8.2,Colangiografía retrógrada endoscópica [CRE],51.11,,,,
3.a.9.8.3,Biopsia percutánea de vesícula biliar o vías biliares,51.12,,,,
3.a.9.8.3.1,Biopsia por aguja de vesícula biliar,,,,,
3.a.9.8.4,Biopsia abierta de vesícula biliar o conductos biliares,51.13,,,,
3.a.9.8.5,Cepillado o lavado de vías biliares o esfínter de Oddi [por endoscopia] para colección de muestras,51.14,,,,
3.a.9.9,Procedimientos diagnósticos sobre páncreas,52.1,,,,
3.a.9.9.1,Biopsia (por aspiración) [aguja] cerrada de páncreas,52.11,,,,
3.a.9.9.2,Biopsia abierta de páncreas,52.12,,,,
3.a.9.9.3,Pancreatografía retrógrada endoscópica [PRE],52.13,,,,
3.a.9.10,Procedimientos diagnósticos de la región abdominal,54.2,,,,
3.a.9.10.1,Laparoscopía,54.21,,,,
3.a.9.10.1.1,Peritoneoscopía,,,,,
3.a.9.10.2,Biopsia de pared abdominal u ombligo,54.22,,,,
3.a.9.10.3,Biopsia de peritoneo,54.23,,,,
3.a.9.10.3.1,Biopsia de:,,,,,
3.a.9.10.3.1.1,Epiplón,,,,,
3.a.9.10.3.1.2,implante peritoneal,,,,,
3.a.9.10.4,Biopsia cerrada [percutánea] [con aguja] de masa intraabdominal,54.24,,,,
3.a.9.10.4.1,Biopsia cerrada de:,,,,,
3.a.9.10.4.1.1,Epiplón,,,,,
3.a.9.10.4.1.2,Peritoneo,,,,,
3.a.9.10.5,Lavado peritoneal diagnóstico,54.25,,,,
3.a.10,Procedimientos en el sistema urinario,,,,,
3.a.10.1,Procedimientos diagnósticos sobre riñón,55.2,,,,
3.a.10.1.1,Biopsia [percutánea] [aguja] cerrada de riñón,55.23,,,,
3.a.10.1.2,Biopsia abierta de riñón,55.24,,,,
3.a.10.2,Procedimientos de diagnóstico en uréter,56.3,,,,
3.a.10.2.1,Ureteroscopía (S/Normatización)Ureteroscopía (S/Normatización),56.31,,,,
3.a.10.2.2,Biopsia abierta de uréter,56.34,,,,
3.a.10.2.3,Endoscopia (cistoscopia) del conducto ileal,56.35,,,,
3.a.10.3,Procedimientos diagnósticos en vejiga,57.3,,,,
3.a.10.3.1,Cistoscopia a través de estoma artificial,57.31,,,,
3.a.10.3.2,Cistoscopia transuretral,57.32,,,,
3.a.10.3.2.1,Cistouretroscopía simple,107,,,,
3.a.10.3.2.2,Cistouretroscopía flexible,108,,,,
3.a.10.3.3,Biopsia [transuretral] cerrada de vejiga,57.33,,,,
3.a.10.3.4,Biopsia abierta de vejiga,57.34,,,,
3.a.10.4,Procedimientos diagnósticos en uretra,58.2,,,,
3.a.10.4.1,Uretroscopía perineal,58.21,,,,
3.a.10.4.2,Biopsia de uretra,58.23,,,,
3.a.10.5,Procedimientos diagnósticos en tejido perirrenal y perivesical,59.2,,,,
3.a.10.5.1,Biopsia de tejido perirrenal o perivesical,59.21,,,,
3.a.11,Procedimientos en los órganos genitales masculinos,,,,,
3.a.11.1,Procedimientos diagnósticos en próstata y vesículas seminales,60.1,,,,
3.a.11.1.1,Biopsia cerrada [por aguja] [percutánea] de próstata,60.11,,,,
3.a.11.1.1.1,Abordaje:,,,,,
3.a.11.1.1.1.1,Transrectal,,,,,
3.a.11.1.1.1.2,Transuretral,,,,,
3.a.11.1.2,Biopsia cerrada [percutánea] de vesículas seminales,60.13,,,,
3.a.11.1.2.1,Biopsia por aguja de vesículas seminales,,,,,
3.a.11.2,Procedimientos diagnósticos sobre escroto y túnica vaginal,61.1,,,,
3.a.11.2.1,Biopsia de escroto o túnica vaginal,61.11,,,,
3.a.11.3,Procedimientos diagnósticos sobre testículos,62.1,,,,
3.a.11.3.1,Biopsia cerrada [percutánea] [por aguja] de testículo,62.11,,,,
3.a.11.4,"Procedimientos diagnósticos sobre cordón espermático, epidídimo y conducto deferente",63,,,,
3.a.11.4.1,"Biopsia de cordón espermático, epidídimo o conducto deferente",63.01,,,,
3.a.11.5,Procedimientos diagnósticos en el pene,64.1,,,,
3.a.11.5.1,Biopsia de pene,64.11,,,,
3.a.12,Procedimientos en los órganos genitales femeninos,,,,,
3.a.12.1,Procedimientos diagnósticos sobre los ovarios,65.1,,,,
3.a.12.1.1,Biopsia por aspiración de ovario,65.11,,,,
3.a.12.1.2,Biopsia laparoscópica de ovario,65.13,,,,
3.a.12.2,Procedimientos diagnósticos sobre las trompas de Falopio,66.1,,,,
3.a.12.2.1,Biopsia de trompa de Falopio,66.11,,,,
3.a.12.3,Procedimientos diagnósticos sobre el cuello uterino,67.1,,,,
3.a.12.3.1,Biopsia endocervical,67.11,,,,
3.a.12.3.2,"Biopsia por ""sacabocados"" del cuello uterino",67.12,,,,
3.a.12.4,Procedimientos diagnósticos sobre el útero y sus estructuras de soporte,68.1,,,,
3.a.12.4.1,Examen digital del útero,68.11,,,,
3.a.12.4.2,Histeroscopía,68.12,,,,
3.a.12.4.3,Biopsia cerrada de ligamentos uterinos,68.15,,,,
3.a.12.4.3.1,Biopsia endoscópica (laparoscopia) de anexos uterinos,,,,,
3.a.12.4.4,Biopsia cerrada de útero,68.16,,,,
3.a.12.4.4.1,Biopsia endoscópica (laparoscopia) (histeroscopía) de útero,,,,,
3.a.12.5,Procedimientos diagnósticos sobre vagina y fondo de saco,70.2,,,,
3.a.12.5.1,Vaginoscopía,70.21,,,,
3.a.12.5.2,Biopsia de fondo de saco,70.23,,,,
3.a.12.5.3,Biopsia vaginal,70.24,,,,
3.a.12.6,Procedimientos diagnósticos sobre la vulva,71.1,,,,
3.a.12.6.1,Biopsia de vulva,71.11,,,,
3.a.13,Procedimientos obstétricos,,,,,
3.a.13.1,Monitorización fetal,75.34,,,,
3.a.13.2,Otros procedimientos diagnósticos sobre el feto y amnios,75.35,,,,
3.a.13.2.1,Punción líquido amniótico,,,,,
3.a.14,Procedimientos sobre el aparato músculo-esquelético,,,,,
3.a.14.1,Procedimientos diagnósticos sobre huesos y articulaciones faciales,76.1,,,,
3.a.14.1.1,Biopsia de hueso facial,76.11,,,,
3.a.14.2,Biopsia de hueso,77.4,,,,
3.a.14.3,Procedimientos diagnósticos sobre huesos,78.8,,,,
3.a.14.4,Artroscopia,80.2,,,,
3.a.14.5,Biopsia de estructura de la articulación,80.3,,,,
3.a.14.5.1,Biopsia por aspiración,,,,,
3.a.14.6,"Procedimientos diagnósticos sobre músculo, tendón, fascia y bolsa sinovial, incluso aquel de mano",83.2,,,,
3.a.14.6.1,Biopsia de tejido blando,83.21,,,,
3.a.15,Procedimientos sobre el aparato tegumentario,,,,,
3.a.15.1,Procedimientos diagnósticos sobre mama,85.1,,,,
3.a.15.1.1,Biopsia (percutánea) (aguja) cerrada de mama,85.11,,,,
3.a.15.1.2,Biopsia abierta de mama,85.12,,,,
3.a.15.2,Procedimientos diagnósticos sobre piel y tejido subcutáneo,86.1,,,,
3.a.15.2.1,Biopsia de piel y tejido subcutáneo,86.11,,,,
3.a.15.2.2,Otros procedimientos diagnósticos sobre piel y tejido subcutáneo,86.19,,,,
3.a.15.2.2.1,Biopsia de uña o lecho ungueal,37,,,,
3.b,Procedimientos de laboratorio,,,,,
3.b.1,Procedimientos de laboratorio,,,,,
3.b.1.1,Bacteriología,,,,,
3.b.1.2,Bioquímica,,,,,
3.b.1.3,Citología,,,,,
3.b.1.4,Drogas,,,,,
3.b.1.5,Hematología,,,,,
3.b.1.6,Hemoterapia,,,,,
3.b.1.7,Histopatología,,,,,
3.b.1.8,Hormonas,,,,,
3.b.1.9,Inmunología,,,,,
3.b.1.10,Micología,,,,,
3.b.1.11,Parasitología,,,,,
3.b.1.12,Radioinmunoanálisis,,,,,
3.b.1.13,Toxicología,,,,,
3.b.1.14,Urianálisis,,,,,
3.b.1.15,Virología,,,,,
3.b.2,Listado alfabético de estudios de laboratorio,,,,,
3.b.2.1,A,,,,,
3.b.2.1.1,Acetonuria,,,,,
3.b.2.1.2,"Acidimetría gástrica, curva de",,,,,
3.b.2.1.3,"Acido base, estado",,,,,
3.b.2.1.4,Acido 5 hidroxi indol acético en orina,,,,,
3.b.2.1.5,"Acido Fólico, Dosificación de",,,,,
3.b.2.1.6,Acido valproico,,,,,
3.b.2.1.7,Acido vanil mandélico,,,,,
3.b.2.1.8,"ACTH, Determinación de",,,,,
3.b.2.1.9,"ACTH, Ritmo",,,,,
3.b.2.1.10,Actividad anti Xa,,,,,
3.b.2.1.11,"Addis, recuento de",,,,,
3.b.2.1.12,Adenovirus en mat. Fecales,,,,,
3.b.2.1.13,Adhesividad plaquetaria,,,,,
3.b.2.1.14,Aglutininas anti RH,,,,,
3.b.2.1.15,"Aglutininas anti rh, medio salino albuminoso. coombs indirecta",,,,,
3.b.2.1.16,"Aglutininas del sistema ABO, medio salino albuminoso. Cuantitativo",,,,,
3.b.2.1.17,Agregabilidad plaquetaria,,,,,
3.b.2.1.18,Agregabilidad plaquetaria con ristocetina,,,,,
3.b.2.1.19,Albúmina en LCR.,,,,,
3.b.2.1.20,Albúmina en orina,,,,,
3.b.2.1.21,Albúmina en suero,,,,,
3.b.2.1.22,Alcoholemia,,,,,
3.b.2.1.23,Aldolasa,,,,,
3.b.2.1.24,Aldosterona,,,,,
3.b.2.1.25,Aldosterona en orina,,,,,
3.b.2.1.26,Aldosterona estimulada “reposo y pie”,,,,,
3.b.2.1.27,Alfa 1 Antitripsina en Sangre,,,,,
3.b.2.1.28,Alfa 1 Antitripsina en Materias Fecales,,,,,
3.b.2.1.29,Alfa 2 Macroglobulina,,,,,
3.b.2.1.30,Alfa feto proteína en líquido amniótico,,,,,
3.b.2.1.31,Alfa feto proteína en suero,,,,,
3.b.2.1.32,Alfa feto proteína en suero materno,,,,,
3.b.2.1.33,Alfa hidroxi butirato deshidrogenasa (Alfa HBDH),,,,,
3.b.2.1.34,17-alfa-hidroxiprogesterona en suero.,,,,,
3.b.2.1.35,Amikacinemia,,,,,
3.b.2.1.36,Amilasemia,,,,,
3.b.2.1.37,Amilasuria,,,,,
3.b.2.1.38,Amoniemia,,,,,
3.b.2.1.39,Androstenediona,,,,,
3.b.2.1.40,Anfetaminas en orina,,,,,
3.b.2.1.41,Angiotensina,,,,,
3.b.2.1.42,Anti beta2 glicoproteína 1,,,,,
3.b.2.1.43,Antibiograma,,,,,
3.b.2.1.44,Antibiograma bacilo de Koch,,,,,
3.b.2.1.45,Antibiograma cuantitativo CIM,,,,,
3.b.2.1.46,Anticoagulante lúpico,,,,,
3.b.2.1.47,Ac. A.M.B. glomerular,,,,,
3.b.2.1.48,Ac. Anti agente delta,,,,,
3.b.2.1.49,Ac. Anti antig. E,,,,,
3.b.2.1.50,Ac. Anti borrelia burdogferi,,,,,
3.b.2.1.51,Ac. Anti cardiolipinas,,,,,
3.b.2.1.52,Ac. Anti células parietales gástricas,,,,,
3.b.2.1.53,Ac. Anti centrómero,,,,,
3.b.2.1.54,Ac. Anti citoplasma del neutrófilo (ANCA),,,,,
3.b.2.1.55,Ac. Anti chlamydia pneumoniae,,,,,
3.b.2.1.56,Ac. Anti chlamydia trachomatis,,,,,
3.b.2.1.57,Ac. Anti chagas por Elisa,,,,,
3.b.2.1.58,Ac. Anti chagas por IFI,,,,,
3.b.2.1.59,Ac. Anti DNA,,,,,
3.b.2.1.60,Ac. Anti DNA doble cadena (ES LO MISMO QUE NATIVO),,,,,
3.b.2.1.61,Ac. Anti DNA nativo,,,,,
3.b.2.1.62,Ac. Anti ena,,,,,
3.b.2.1.63,Ac. Anti endomisio,,,,,
3.b.2.1.64,Ac. Anti factor intrínseco,,,,,
3.b.2.1.65,Ac. Anti fosfolípidos,,,,,
3.b.2.1.66,Ac. Anti fracción microsomal de tiroides,,,,,
3.b.2.1.67,Ac. Anti gliadina,,,,,
3.b.2.1.68,Ac. Anti glomerular inmunofluorescencia,,,,,
3.b.2.1.69,Ac. Anti helicobacter pylori,,,,,
3.b.2.1.70,Ac. Anti hepatitis A IgG,,,,,
3.b.2.1.71,Ac. Anti hepatitis A IgM,,,,,
3.b.2.1.72,Ac. Anti hepatitis Bcore IgG,,,,,
3.b.2.1.73,Ac. Anti hepatitis Bcore IgM,,,,,
3.b.2.1.74,Ac. Anti hepatitis Be,,,,,
3.b.2.1.75,Ac. Anti hepatitis Bs,,,,,
3.b.2.1.76,Ac. Anti hepatitis C IgG,,,,,
3.b.2.1.77,Ac. Anti hepatitis C IgM,,,,,
3.b.2.1.78,Ac. Anti histonas,,,,,
3.b.2.1.79,Ac. Anti insulina,,,,,
3.b.2.1.80,Ac. Anti Jo,,,,,
3.b.2.1.81,Ac. Anti LA,,,,,
3.b.2.1.82,Ac. Anti l.k.m.-1,,,,,
3.b.2.1.83,Ac. Anti legionela pneumophila,,,,,
3.b.2.1.84,Ac. Anti leptospiras,,,,,
3.b.2.1.85,Ac. Anti membrana basal inmunofluorescencia,,,,,
3.b.2.1.86,Ac. Anti microsomal/peroxidasa,,,,,
3.b.2.1.87,Ac. Anti mitocondriales,,,,,
3.b.2.1.88,Ac. Anti monoclonales,,,,,
3.b.2.1.89,Ac. Anti mucosa gástrica,,,,,
3.b.2.1.90,Ac. Anti músculo liso,,,,,
3.b.2.1.91,Ac. Anti mycoplasma pneumoniae,,,,,
3.b.2.1.92,Ac. Anti nucleares-if,,,,,
3.b.2.1.93,Ac. Anti parvovirus,,,,,
3.b.2.1.94,Ac. Anti plaquetarios,,,,,
3.b.2.1.95,Ac. Anti receptores de acetilcolina,,,,,
3.b.2.1.96,Ac. Anti rickettsia conorii,,,,,
3.b.2.1.97,Ac. Anti RNP,,,,,
3.b.2.1.98,Ac. Anti RO,,,,,
3.b.2.1.99,Ac. Anti salmonella Typhi (de widal),,,,,
3.b.2.1.100,Ac. Anti sm,,,,,
3.b.2.1.101,Ac. Anti ssa/ro,,,,,
3.b.2.1.102,Ac. Anti ssb/la,,,,,
3.b.2.1.103,Ac. Anti tiroglobulina,,,,,
3.b.2.1.104,Ac. Anti tiroideos,,,,,
3.b.2.1.105,Ac. Anti transglutaminasa,,,,,
3.b.2.1.106,Ac. Anti varicela,,,,,
3.b.2.1.107,Ac. Anti V.I.H.1-2,,,,,
3.b.2.1.108,Ac. Anti virus Epstein Barr,,,,,
3.b.2.1.109,Antidepresivo tricíclico,,,,,
3.b.2.1.110,Antidesoxirribonucleasa – adneasa,,,,,
3.b.2.1.111,Antiestreptolisina O (AELO),,,,,
3.b.2.1.112,Antig. E,,,,,
3.b.2.1.113,Ag. Hepatitis Be,,,,,
3.b.2.1.114,Ag. Hepatitis Bs,,,,,
3.b.2.1.115,Ag. Carcino embrionario (CEA),,,,,
3.b.2.1.116,Ag. Neumocóccico en orina,,,,,
3.b.2.1.117,Antígeno Prostático específico (PSA),,,,,
3.b.2.1.118,Antígeno prostático total PSA,,,,,
3.b.2.1.119,Antígeno prostático total/libre y su relación,,,,,
3.b.2.1.120,Antígenos extraíbles nucleares,,,,,
3.b.2.1.121,Antihialuronidasa,,,,,
3.b.2.1.122,"Antitripsina, inmunodifusión cuantitativa",,,,,
3.b.2.1.123,Antitrombina III,,,,,
3.b.2.1.124,Apolipoproteína A,,,,,
3.b.2.1.125,Apolipoproteína B,,,,,
3.b.2.1.126,Arsénico,,,,,
3.b.2.1.127,"Artritis reumatoidea, test",,,,,
3.b.2.1.128,"Aspergilosis, Estudio Inmunológico de",,,,,
3.b.2.1.129,Azoemia,,,,,
3.b.2.1.130,Azouria,,,,,
3.b.2.2,B,,,,,
3.b.2.2.1,Baciloscopía directa – Ziehl Nielsen,,,,,
3.b.2.2.2,Baciloscopía directa y cultivo,,,,,
3.b.2.2.3,Bacteriología directa Gram,,,,,
3.b.2.2.4,Bacteriología directa cultivo / identificación del germen,,,,,
3.b.2.2.5,Bacteriológico de absceso,,,,,
3.b.2.2.6,Bacteriológico de bilis,,,,,
3.b.2.2.7,Bacteriológico de expectoración,,,,,
3.b.2.2.8,Bacteriológico de exudado de lesión,,,,,
3.b.2.2.9,Bacteriológico de exudado de oído,,,,,
3.b.2.2.10,Bacteriológico de exudado faríngeo,,,,,
3.b.2.2.11,Bacteriológico de exudado nasal,,,,,
3.b.2.2.12,Bacteriológico de exudado ocular,,,,,
3.b.2.2.13,Bacteriológico de conjuntiva,,,,,
3.b.2.2.14,Bacteriológico de exudado umbilical,,,,,
3.b.2.2.15,Bacteriológico de exudado uretral,,,,,
3.b.2.2.16,Bacteriológico de exudado vaginal,,,,,
3.b.2.2.17,Bacteriológico de exudado vaginal y endocervical,,,,,
3.b.2.2.18,Bacteriológico de herida,,,,,
3.b.2.2.19,Bacteriológico de hisopado rectal,,,,,
3.b.2.2.20,Bacteriológico de lavado bronquio-alveolar,,,,,
3.b.2.2.21,Bacteriológico de L.C.R.,,,,,
3.b.2.2.22,Bacteriológico de líquido pericárdico,,,,,
3.b.2.2.23,Bacteriológico de líquido peritoneal,,,,,
3.b.2.2.24,Bacteriológico de líquido pleural,,,,,
3.b.2.2.25,Bacteriológico de líquido sinovial,,,,,
3.b.2.2.26,Bacteriológico de loquios,,,,,
3.b.2.2.27,Bacteriológico de materias fecales,,,,,
3.b.2.2.28,Bacteriológico de piel,,,,,
3.b.2.2.29,Bacteriológico de punta de catéter,,,,,
3.b.2.2.30,Bacteriológico de pus,,,,,
3.b.2.2.31,Bacteriológico de secreciones traqueales,,,,,
3.b.2.2.32,Bacteriológico de tejidos y biopsias,,,,,
3.b.2.2.33,Bacteriológico de úlcera,,,,,
3.b.2.2.34,Bacteriuria cuantitativa,,,,,
3.b.2.2.35,Barbitúricos en orina,,,,,
3.b.2.2.36,"Bence-Jones, proteínas de",,,,,
3.b.2.2.37,Benzodiazepina en orina,,,,,
3.b.2.2.38,Benzodiazepina en suero,,,,,
3.b.2.2.39,B2 microglobulina en orina,,,,,
3.b.2.2.40,B2 microglobulina en suero,,,,,
